State,Year,Gender,Race,Age,Education,Current_Consumption,Previous_Year_Consumption,Percent_Consumption_Change
Minnesota,2015,Overall,All Races,Age 25 and Older,< 12th Grade,34.7,27.8,24.820143884892094
Minnesota,2015,Overall,All Races,Age 25 and Older,> 12th Grade,11.5,12.2,-5.737704918032781
Minnesota,2015,Overall,All Races,All Ages,All Grades,16.2,16.3,-0.6134969325153461
Minnesota,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,38.1,38.6,-1.2953367875647668
Minnesota,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,8.3,9.8,-15.306122448979592
Minnesota,2015,Overall,Hispanic,All Ages,All Grades,16.8,14.3,17.482517482517483
Minnesota,2015,Overall,White,All Ages,All Grades,15.7,15.9,-1.2578616352201324
Mississippi,2015,Female,All Races,18 to 44 Years,All Grades,19.3,27.5,-29.818181818181813
Mississippi,2015,Female,All Races,All Ages,All Grades,18.4,22.7,-18.942731277533042
Mississippi,2015,Male,All Races,All Ages,All Grades,27.0,23.2,16.37931034482759
Mississippi,2015,Overall,African American,All Ages,All Grades,22.1,20.7,6.763285024154601
Mississippi,2015,Overall,All Races,18 to 24 Years,All Grades,20.3,23.1,-12.121212121212123
Mississippi,2015,Overall,All Races,25 to 44 Years,All Grades,26.5,29.3,-9.556313993174063
Mississippi,2015,Overall,All Races,45 to 64 Years,All Grades,26.5,24.0,10.416666666666666
Mississippi,2015,Overall,All Races,65 Years and Older,All Grades,10.7,10.5,1.904761904761898
Mississippi,2015,Overall,All Races,Age 20 and Older,12th Grade,24.9,25.9,-3.8610038610038613
Mississippi,2015,Overall,All Races,Age 20 and Older,< 12th Grade,35.0,35.2,-0.5681818181818262
Mississippi,2015,Overall,All Races,Age 20 and Older,> 12th Grade,17.0,17.3,-1.7341040462427786
Mississippi,2015,Overall,All Races,Age 25 and Older,12th Grade,23.6,25.1,-5.9760956175298805
Mississippi,2015,Overall,All Races,Age 25 and Older,< 12th Grade,35.0,34.9,0.28653295128940237
Mississippi,2015,Overall,All Races,Age 25 and Older,> 12th Grade,18.1,17.1,5.847953216374268
Mississippi,2015,Overall,All Races,All Ages,All Grades,22.5,23.0,-2.1739130434782608
Mississippi,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Mississippi,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Mississippi,2015,Overall,Hispanic,All Ages,All Grades,,,
Mississippi,2015,Overall,White,All Ages,All Grades,22.5,25.3,-11.06719367588933
Missouri,2015,Female,All Races,18 to 44 Years,All Grades,24.4,22.7,7.488986784140967
Missouri,2015,Female,All Races,All Ages,All Grades,21.0,19.4,8.24742268041238
Missouri,2015,Male,All Races,All Ages,All Grades,23.6,21.9,7.762557077625584
Missouri,2015,Overall,African American,All Ages,All Grades,25.8,21.2,21.698113207547177
Missouri,2015,Overall,All Races,18 to 24 Years,All Grades,18.0,19.4,-7.216494845360818
Missouri,2015,Overall,All Races,25 to 44 Years,All Grades,29.6,25.4,16.535433070866155
Missouri,2015,Overall,All Races,45 to 64 Years,All Grades,23.7,22.4,5.8035714285714315
Missouri,2015,Overall,All Races,65 Years and Older,All Grades,11.0,10.8,1.8518518518518452
Missouri,2015,Overall,All Races,Age 20 and Older,12th Grade,26.8,25.7,4.2801556420233515
Missouri,2015,Overall,All Races,Age 20 and Older,< 12th Grade,43.8,38.2,14.65968586387433
Missouri,2015,Overall,All Races,Age 20 and Older,> 12th Grade,15.8,14.5,8.965517241379315
Missouri,2015,Overall,All Races,Age 25 and Older,12th Grade,27.5,26.0,5.769230769230769
Missouri,2015,Overall,All Races,Age 25 and Older,< 12th Grade,44.3,36.7,20.708446866484998
Missouri,2015,Overall,All Races,Age 25 and Older,> 12th Grade,16.0,14.6,9.589041095890414
Missouri,2015,Overall,All Races,All Ages,All Grades,22.3,20.6,8.252427184466017
Missouri,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,41.9,18.7,124.06417112299465
Missouri,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,8.1,4.5,79.99999999999999
Missouri,2015,Overall,Hispanic,All Ages,All Grades,21.8,21.0,3.809523809523813
Missouri,2015,Overall,White,All Ages,All Grades,21.7,20.8,4.3269230769230695
Montana,2015,Female,All Races,18 to 44 Years,All Grades,21.9,25.3,-13.438735177865622
Montana,2015,Female,All Races,All Ages,All Grades,18.5,19.9,-7.035175879396978
Montana,2015,Male,All Races,All Ages,All Grades,19.3,20.0,-3.4999999999999964
Montana,2015,Overall,African American,All Ages,All Grades,,,
Montana,2015,Overall,All Races,18 to 24 Years,All Grades,21.3,25.8,-17.441860465116278
Montana,2015,Overall,All Races,25 to 44 Years,All Grades,25.3,25.4,-0.39370078740156644
Montana,2015,Overall,All Races,45 to 64 Years,All Grades,19.2,20.2,-4.9504950495049505
Montana,2015,Overall,All Races,65 Years and Older,All Grades,8.4,8.3,1.2048192771084294
Montana,2015,Overall,All Races,Age 20 and Older,12th Grade,26.1,28.4,-8.098591549295765
Montana,2015,Overall,All Races,Age 20 and Older,< 12th Grade,37.1,39.1,-5.115089514066496
Montana,2015,Overall,All Races,Age 20 and Older,> 12th Grade,12.9,13.9,-7.194244604316546
Montana,2015,Overall,All Races,Age 25 and Older,12th Grade,26.0,26.7,-2.621722846441945
Montana,2015,Overall,All Races,Age 25 and Older,< 12th Grade,37.7,36.4,3.571428571428583
Montana,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.0,13.6,-4.411764705882351
Montana,2015,Overall,All Races,All Ages,All Grades,18.9,19.9,-5.025125628140704
Montana,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,37.1,43.1,-13.921113689095128
Montana,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Montana,2015,Overall,Hispanic,All Ages,All Grades,29.0,32.2,-9.937888198757772
Montana,2015,Overall,White,All Ages,All Grades,17.4,17.8,-2.2471910112359668
Nebraska,2015,Female,All Races,18 to 44 Years,All Grades,18.8,19.2,-2.083333333333326
Nebraska,2015,Female,All Races,All Ages,All Grades,15.8,16.2,-2.4691358024691272
Nebraska,2015,Male,All Races,All Ages,All Grades,18.4,18.5,-0.5405405405405482
Nebraska,2015,Overall,African American,All Ages,All Grades,21.9,19.9,10.050251256281408
Nebraska,2015,Overall,All Races,18 to 24 Years,All Grades,17.4,17.9,-2.7932960893854752
Nebraska,2015,Overall,All Races,25 to 44 Years,All Grades,21.3,21.7,-1.843317972350224
Nebraska,2015,Overall,All Races,45 to 64 Years,All Grades,17.7,18.1,-2.209944751381227
Nebraska,2015,Overall,All Races,65 Years and Older,All Grades,8.8,8.1,8.64197530864199
Nebraska,2015,Overall,All Races,Age 20 and Older,12th Grade,23.1,23.0,0.4347826086956584
Nebraska,2015,Overall,All Races,Age 20 and Older,< 12th Grade,24.9,28.5,-12.631578947368425
Nebraska,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.9,13.6,2.205882352941182
Nebraska,2015,Overall,All Races,Age 25 and Older,12th Grade,22.4,22.2,0.9009009009008977
Nebraska,2015,Overall,All Races,Age 25 and Older,< 12th Grade,24.4,27.9,-12.544802867383513
Nebraska,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.6,13.4,1.4925373134328306
Nebraska,2015,Overall,All Races,All Ages,All Grades,17.1,17.3,-1.1560693641618456
Nebraska,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,30.8,46.6,-33.90557939914163
Nebraska,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,18.2,7.8,133.33333333333331
Nebraska,2015,Overall,Hispanic,All Ages,All Grades,15.2,14.0,8.571428571428566
Nebraska,2015,Overall,White,All Ages,All Grades,16.7,17.0,-1.7647058823529453
Nevada,2015,Female,All Races,18 to 44 Years,All Grades,14.7,13.2,11.363636363636365
Nevada,2015,Female,All Races,All Ages,All Grades,14.6,13.7,6.569343065693433
Nevada,2015,Male,All Races,All Ages,All Grades,20.5,20.2,1.4851485148514887
Nevada,2015,Overall,African American,All Ages,All Grades,27.4,24.6,11.3821138211382
Nevada,2015,Overall,All Races,18 to 24 Years,All Grades,13.8,17.3,-20.23121387283237
Nevada,2015,Overall,All Races,25 to 44 Years,All Grades,23.2,18.6,24.73118279569891
Nevada,2015,Overall,All Races,45 to 64 Years,All Grades,15.8,17.5,-9.714285714285712
Nevada,2015,Overall,All Races,65 Years and Older,All Grades,12.3,12.6,-2.3809523809523725
Nevada,2015,Overall,All Races,Age 20 and Older,12th Grade,20.5,24.0,-14.583333333333334
Nevada,2015,Overall,All Races,Age 20 and Older,< 12th Grade,20.1,23.5,-14.468085106382974
Nevada,2015,Overall,All Races,Age 20 and Older,> 12th Grade,15.9,11.9,33.61344537815126
Nevada,2015,Overall,All Races,Age 25 and Older,12th Grade,20.8,23.8,-12.605042016806722
Nevada,2015,Overall,All Races,Age 25 and Older,< 12th Grade,19.6,22.0,-10.909090909090903
Nevada,2015,Overall,All Races,Age 25 and Older,> 12th Grade,16.2,11.8,37.288135593220325
Nevada,2015,Overall,All Races,All Ages,All Grades,17.5,17.0,2.9411764705882355
Nevada,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,34.8,
Nevada,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,17.2,12.1,42.14876033057851
Nevada,2015,Overall,Hispanic,All Ages,All Grades,14.3,15.8,-9.493670886075948
Nevada,2015,Overall,White,All Ages,All Grades,17.5,17.2,1.7441860465116321
New Hampshire,2015,Female,All Races,18 to 44 Years,All Grades,18.0,21.6,-16.66666666666667
New Hampshire,2015,Female,All Races,All Ages,All Grades,15.4,16.7,-7.784431137724544
New Hampshire,2015,Male,All Races,All Ages,All Grades,16.5,18.4,-10.326086956521733
New Hampshire,2015,Overall,African American,All Ages,All Grades,,,
New Hampshire,2015,Overall,All Races,18 to 24 Years,All Grades,14.7,21.7,-32.25806451612903
New Hampshire,2015,Overall,All Races,25 to 44 Years,All Grades,19.9,23.9,-16.736401673640167
New Hampshire,2015,Overall,All Races,45 to 64 Years,All Grades,18.1,16.7,8.383233532934145
New Hampshire,2015,Overall,All Races,65 Years and Older,All Grades,6.7,7.4,-9.459459459459461
New Hampshire,2015,Overall,All Races,Age 20 and Older,12th Grade,24.7,22.6,9.292035398230079
New Hampshire,2015,Overall,All Races,Age 20 and Older,< 12th Grade,34.0,45.7,-25.601750547045956
New Hampshire,2015,Overall,All Races,Age 20 and Older,> 12th Grade,10.6,11.9,-10.924369747899163
New Hampshire,2015,Overall,All Races,Age 25 and Older,12th Grade,22.8,21.3,7.04225352112676
New Hampshire,2015,Overall,All Races,Age 25 and Older,< 12th Grade,33.1,41.0,-19.268292682926827
New Hampshire,2015,Overall,All Races,Age 25 and Older,> 12th Grade,10.9,11.8,-7.6271186440677985
New Hampshire,2015,Overall,All Races,All Ages,All Grades,15.9,17.5,-9.14285714285714
New Hampshire,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
New Hampshire,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,12.2,9.2,32.608695652173914
New Hampshire,2015,Overall,Hispanic,All Ages,All Grades,6.9,14.6,-52.73972602739725
New Hampshire,2015,Overall,White,All Ages,All Grades,15.9,17.3,-8.092485549132949
New Jersey,2015,Female,All Races,18 to 44 Years,All Grades,11.6,12.6,-7.936507936507937
New Jersey,2015,Female,All Races,All Ages,All Grades,11.5,12.6,-8.730158730158728
New Jersey,2015,Male,All Races,All Ages,All Grades,15.7,17.8,-11.797752808988772
New Jersey,2015,Overall,African American,All Ages,All Grades,18.3,18.0,1.6666666666666705
New Jersey,2015,Overall,All Races,18 to 24 Years,All Grades,11.7,12.4,-5.64516129032259
New Jersey,2015,Overall,All Races,25 to 44 Years,All Grades,17.1,19.3,-11.398963730569944
New Jersey,2015,Overall,All Races,45 to 64 Years,All Grades,14.3,15.5,-7.7419354838709635
New Jersey,2015,Overall,All Races,65 Years and Older,All Grades,7.5,9.0,-16.666666666666668
New Jersey,2015,Overall,All Races,Age 20 and Older,12th Grade,19.6,21.5,-8.837209302325574
New Jersey,2015,Overall,All Races,Age 20 and Older,< 12th Grade,15.5,23.7,-34.599156118143455
New Jersey,2015,Overall,All Races,Age 20 and Older,> 12th Grade,10.8,10.9,-0.9174311926605472
New Jersey,2015,Overall,All Races,Age 25 and Older,12th Grade,19.3,21.5,-10.23255813953488
New Jersey,2015,Overall,All Races,Age 25 and Older,< 12th Grade,15.0,23.3,-35.622317596566525
New Jersey,2015,Overall,All Races,Age 25 and Older,> 12th Grade,10.9,10.9,0.0
New Jersey,2015,Overall,All Races,All Ages,All Grades,13.5,15.1,-10.596026490066224
New Jersey,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,8.0,23.4,-65.8119658119658
New Jersey,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,9.0,8.3,8.433734939759027
New Jersey,2015,Overall,Hispanic,All Ages,All Grades,11.0,14.2,-22.535211267605632
New Jersey,2015,Overall,White,All Ages,All Grades,14.0,15.9,-11.949685534591197
New Mexico,2015,Female,All Races,18 to 44 Years,All Grades,18.9,17.8,6.179775280898864
New Mexico,2015,Female,All Races,All Ages,All Grades,16.0,16.5,-3.0303030303030303
New Mexico,2015,Male,All Races,All Ages,All Grades,19.1,22.0,-13.181818181818176
New Mexico,2015,Overall,African American,All Ages,All Grades,35.1,31.4,11.78343949044587
New Mexico,2015,Overall,All Races,18 to 24 Years,All Grades,16.4,17.9,-8.379888268156424
New Mexico,2015,Overall,All Races,25 to 44 Years,All Grades,21.0,25.1,-16.334661354581677
New Mexico,2015,Overall,All Races,45 to 64 Years,All Grades,18.7,19.3,-3.1088082901554475
New Mexico,2015,Overall,All Races,65 Years and Older,All Grades,10.8,9.9,9.090909090909093
New Mexico,2015,Overall,All Races,Age 20 and Older,12th Grade,22.2,22.4,-0.8928571428571398
New Mexico,2015,Overall,All Races,Age 20 and Older,< 12th Grade,24.4,26.4,-7.575757575757576
New Mexico,2015,Overall,All Races,Age 20 and Older,> 12th Grade,14.4,15.9,-9.433962264150944
New Mexico,2015,Overall,All Races,Age 25 and Older,12th Grade,21.1,23.0,-8.260869565217385
New Mexico,2015,Overall,All Races,Age 25 and Older,< 12th Grade,24.5,26.2,-6.488549618320609
New Mexico,2015,Overall,All Races,Age 25 and Older,> 12th Grade,14.0,15.7,-10.828025477707003
New Mexico,2015,Overall,All Races,All Ages,All Grades,17.5,19.1,-8.376963350785347
New Mexico,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,12.6,11.8,6.7796610169491425
New Mexico,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,2.8,
New Mexico,2015,Overall,Hispanic,All Ages,All Grades,18.1,20.0,-9.499999999999993
New Mexico,2015,Overall,White,All Ages,All Grades,16.6,19.2,-13.541666666666655
New York,2015,Female,All Races,18 to 44 Years,All Grades,13.0,12.7,2.3622047244094544
New York,2015,Female,All Races,All Ages,All Grades,12.9,12.0,7.500000000000003
New York,2015,Male,All Races,All Ages,All Grades,17.7,17.0,4.117647058823525
New York,2015,Overall,African American,All Ages,All Grades,15.9,16.1,-1.242236024844727
New York,2015,Overall,All Races,18 to 24 Years,All Grades,14.0,14.8,-5.40540540540541
New York,2015,Overall,All Races,25 to 44 Years,All Grades,18.0,16.4,9.756097560975618
New York,2015,Overall,All Races,45 to 64 Years,All Grades,17.0,16.1,5.590062111801233
New York,2015,Overall,All Races,65 Years and Older,All Grades,8.1,7.7,5.194805194805188
New York,2015,Overall,All Races,Age 20 and Older,12th Grade,21.4,17.8,20.224719101123583
New York,2015,Overall,All Races,Age 20 and Older,< 12th Grade,23.2,22.2,4.504504504504505
New York,2015,Overall,All Races,Age 20 and Older,> 12th Grade,11.3,11.5,-1.7391304347826024
New York,2015,Overall,All Races,Age 25 and Older,12th Grade,21.2,17.9,18.435754189944138
New York,2015,Overall,All Races,Age 25 and Older,< 12th Grade,22.0,21.4,2.8037383177570163
New York,2015,Overall,All Races,Age 25 and Older,> 12th Grade,11.2,11.1,0.9009009009008977
New York,2015,Overall,All Races,All Ages,All Grades,15.2,14.4,5.555555555555547
New York,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,29.8,,
New York,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,10.4,6.8,52.941176470588246
New York,2015,Overall,Hispanic,All Ages,All Grades,14.2,14.1,0.7092198581560258
New York,2015,Overall,White,All Ages,All Grades,16.0,15.0,6.666666666666667
North Carolina,2015,Female,All Races,18 to 44 Years,All Grades,17.8,19.1,-6.8062827225130915
North Carolina,2015,Female,All Races,All Ages,All Grades,16.3,16.5,-1.2121212121212077
North Carolina,2015,Male,All Races,All Ages,All Grades,21.9,21.9,0.0
North Carolina,2015,Overall,African American,All Ages,All Grades,21.6,20.6,4.854368932038835
North Carolina,2015,Overall,All Races,18 to 24 Years,All Grades,22.9,16.8,36.309523809523796
North Carolina,2015,Overall,All Races,25 to 44 Years,All Grades,21.8,23.7,-8.016877637130795
North Carolina,2015,Overall,All Races,45 to 64 Years,All Grades,20.6,20.7,-0.48309178743960324
North Carolina,2015,Overall,All Races,65 Years and Older,All Grades,9.1,9.7,-6.185567010309275
North Carolina,2015,Overall,All Races,Age 20 and Older,12th Grade,25.8,25.2,2.3809523809523867
North Carolina,2015,Overall,All Races,Age 20 and Older,< 12th Grade,27.6,28.2,-2.1276595744680775
North Carolina,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.9,14.7,-5.442176870748292
North Carolina,2015,Overall,All Races,Age 25 and Older,12th Grade,24.5,25.1,-2.3904382470119576
North Carolina,2015,Overall,All Races,Age 25 and Older,< 12th Grade,26.8,28.8,-6.944444444444445
North Carolina,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.6,14.4,-5.555555555555561
North Carolina,2015,Overall,All Races,All Ages,All Grades,19.0,19.1,-0.5235602094240912
North Carolina,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,30.2,23.8,26.890756302521
North Carolina,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,5.2,11.6,-55.17241379310345
North Carolina,2015,Overall,Hispanic,All Ages,All Grades,8.6,11.7,-26.495726495726494
North Carolina,2015,Overall,White,All Ages,All Grades,19.5,19.4,0.5154639175257806
North Dakota,2015,Female,All Races,18 to 44 Years,All Grades,19.2,18.6,3.2258064516128915
North Dakota,2015,Female,All Races,All Ages,All Grades,15.4,16.3,-5.521472392638039
North Dakota,2015,Male,All Races,All Ages,All Grades,21.9,23.4,-6.410256410256411
North Dakota,2015,Overall,African American,All Ages,All Grades,,,
North Dakota,2015,Overall,All Races,18 to 24 Years,All Grades,20.6,20.7,-0.48309178743960324
North Dakota,2015,Overall,All Races,25 to 44 Years,All Grades,22.8,24.9,-8.433734939759027
North Dakota,2015,Overall,All Races,45 to 64 Years,All Grades,20.1,20.7,-2.898550724637671
North Dakota,2015,Overall,All Races,65 Years and Older,All Grades,8.2,9.6,-14.583333333333337
North Dakota,2015,Overall,All Races,Age 20 and Older,12th Grade,28.8,28.5,1.0526315789473708
North Dakota,2015,Overall,All Races,Age 20 and Older,< 12th Grade,31.8,43.2,-26.388888888888893
North Dakota,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.5,14.0,-3.5714285714285716
North Dakota,2015,Overall,All Races,Age 25 and Older,12th Grade,27.6,27.3,1.0989010989011014
North Dakota,2015,Overall,All Races,Age 25 and Older,< 12th Grade,28.4,36.0,-21.111111111111114
North Dakota,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.7,14.7,-6.802721088435375
North Dakota,2015,Overall,All Races,All Ages,All Grades,18.7,19.9,-6.030150753768841
North Dakota,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,42.1,47.9,-12.108559498956154
North Dakota,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
North Dakota,2015,Overall,Hispanic,All Ages,All Grades,,51.0,
North Dakota,2015,Overall,White,All Ages,All Grades,17.3,17.6,-1.7045454545454584
Ohio,2015,Female,All Races,18 to 44 Years,All Grades,24.3,24.1,0.8298755186721962
Ohio,2015,Female,All Races,All Ages,All Grades,20.2,20.4,-0.9803921568627417
Ohio,2015,Male,All Races,All Ages,All Grades,23.1,21.7,6.451612903225817
Ohio,2015,Overall,African American,All Ages,All Grades,28.2,22.0,28.181818181818176
Ohio,2015,Overall,All Races,18 to 24 Years,All Grades,22.2,19.2,15.625
